"doc_id","text","pol_account","id","date","context","issue","policy_flag","stance","annotator","annotated_at","selected_at","uncertainty","not_sentence","draft_flag","issue2","uncertainty2","stance2"
"text1116445.1","@mwsreid @ClimateBen Please email Patrick.Grady.mp@parliament.uk","GradySNP",1505922228768149504,"2022-03-21T15:00:12Z","@mwsreid @ClimateBen Please email Patrick.Grady.mp@parliament.uk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text439140.1","Mondo...top of the world, so well deserved and thank you for keeping our sport top of the world #WorldAthleticsAwards","sebcoe",1335257875594285056,"2020-12-05T16:21:00Z","Mondo...top of the world, so well deserved and thank you for keeping our sport top of the world #WorldAthleticsAwards",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1728328.1","If you are in #Barnstaple today, do pop into the Barnstaple Jobs Fair in @shopgreenlanes with lots of great employers and opportunities in #NDevon. https://t.co/I2NsBfkLR6","SelaineSaxby",1633825154819297280,"2023-03-09T13:40:46Z","If you are in #Barnstaple today, do pop into the Barnstaple Jobs Fair in @shopgreenlanes with lots of great employers and opportunities in #NDevon. https://t.co/I2NsBfkLR6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text764664.2","US tech giant BANS Dr Campbell for a week for interviewing an elected MP  https://t.co/I7qrScJuer","ABridgen",1653138470003417088,"2023-05-01T20:44:59Z","A great defence of free speech and Dr John Campbell. 

US tech giant BANS Dr Campbell for a week for interviewing an elected MP

https://t.co/I7qrScJuer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text505709.1","Every year the FF/FG declares 'victory' over the housing crisis.","sinnfeinireland",1522179986936975360,"2022-05-05T11:42:44Z","Every year the FF/FG declares 'victory' over the housing crisis. Every year it gets worse. Meanwhile their councillors vote against social and affordable housing across the State – @Donnchadhol https://t.co/s3DWcnb1Xs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1350946.1","Out and about in the rain, wind and sunshine in Selkirk delivering leaflets for the amazing @Rachael2Win   We need to stop the SNP majority and #indyref2   #EndDivision   #NoReferendum  #RebuildScotland https://t.co/JkvmHlYgdE","John2Win",1375412347142037504,"2021-03-26T11:40:32Z","Out and about in the rain, wind and sunshine in Selkirk delivering leaflets for the amazing @Rachael2Win 

We need to stop the SNP majority and #indyref2 

#EndDivision 

#NoReferendum

#RebuildScotland https://t.co/JkvmHlYgdE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1125463.1","@silejoyce I am afraid my office can't find an email from you, would be grateful if you could send an email so we can check via your address","HelenGrantMP",834778249758638080,"2017-02-23T14:53:38Z","@silejoyce I am afraid my office can't find an email from you, would be grateful if you could send an email so we can check via your address",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1353519.2","💚 Good time to show some love for the environment, cut back on plastic and learn about alternatives.","Pauline_Latham",963800787754344448,"2018-02-14T15:43:09Z","It’s #AshWednesday and #Valentines day. 💚 Good time to show some love for the environment, cut back on plastic and learn about alternatives.  I will be swapping my paper coffee cups for a reusable coffee cup ☕️ ♻️ 🌍 #giveupplasticforlent https://t.co/vJBIxZ7rwA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text972986.2","Arbroath, Angus and Scotland deserves to do so whenever our people are safe &amp; settled once again.","DaveDooganSNP",1247138512966737920,"2020-04-06T12:26:06Z","I have no idea how or when, but we will celebrate the 700th anniversary of the #DeclarationofArbroath when we emerge from this crisis. Arbroath, Angus and Scotland deserves to do so whenever our people are safe &amp; settled once again. Let's stay positive &amp; look out for each other. https://t.co/fT6VHuxHHQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1622448.2","454 cllrs across the country and the most diverse group we’ve…","kirstenoswald",1522630337523769344,"2022-05-06T17:32:16Z","RT @CailynMcMahon: The best local government election win for @theSNP EVER! 

454 cllrs across the country and the most diverse group we’ve…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text796583.3","Test eligibility now open to anyone who has symptoms who is over-65s or has to leave home to go to work.","ConorBurnsUK",1255426610255269888,"2020-04-29T09:20:03Z","Good news locally on #covid19 testing. Capacity at Creekmore Park and Ride.  Test eligibility now open to anyone who has symptoms who is over-65s or has to leave home to go to work. A test can be booked at: https://t.co/bbzpSe2pQJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1068459.1","Becoming a Remain party would drive Labour away from the people who need it most  https://t.co/nzufTK4owI","Y_FovargueMP",1133623259432402944,"2019-05-29T06:37:01Z","Becoming a Remain party would drive Labour away from the people who need it most

https://t.co/nzufTK4owI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1437496.1","So impressed by the work of the @youngfabians and all their achievements this year.","SeemaMalhotra1",1593954974811115520,"2022-11-19T13:10:54Z","So impressed by the work of the @youngfabians and all their achievements this year. Such a fantastic network of young people and a key voice of the @thefabians next generation.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1684541.1","@ImranBadat4 @FortaliceBolton Thanks Imran, but the thanks should really be going to @FortaliceBolton.","YasminQureshiMP",1359059344411807744,"2021-02-09T08:39:32Z","@ImranBadat4 @FortaliceBolton Thanks Imran, but the thanks should really be going to @FortaliceBolton. They are a vital part of our local community and as you say the support they provide to parents and children who need it is second to none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text751162.1","@jcullinane86 @Power4PeopleUK @LukeBWilson @sheffieldrenew @chilledasad100 @MiriamBrett  @sianlou82  @unitetheunion  @cmmonwealth @natures_voice  @ChrisGPackham @juliacush @Chris_Saltmarsh 💚👏","_OliviaBlake",1451137001055526912,"2021-10-21T10:43:16Z","@jcullinane86 @Power4PeopleUK @LukeBWilson @sheffieldrenew @chilledasad100 @MiriamBrett  @sianlou82  @unitetheunion  @cmmonwealth
@natures_voice  @ChrisGPackham @juliacush @Chris_Saltmarsh 💚👏",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text867652.1","Third Govt must help provide immediate support for refugees in neighbouring countries to Afghanistan as that is where most people fleeing will go, and they need urgent international support on much greater scale than currently pledged or refugee crisis will escalate further /7","YvetteCooperMP",1428091518989049856,"2021-08-18T20:28:45Z","Third Govt must help provide immediate support for refugees in neighbouring countries to Afghanistan as that is where most people fleeing will go, and they need urgent international support on much greater scale than currently pledged or refugee crisis will escalate further /7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text754941.1","@paulsimpson986 Devolution is our ticket to deliver it, when we can finally decide for ourselves instead of ticking Treasury boxes.","BBradley_Mans",1642231989624270848,"2023-04-01T18:26:32Z","@paulsimpson986 Devolution is our ticket to deliver it, when we can finally decide for ourselves instead of ticking Treasury boxes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1788993.1","@Mikeofthemoor @EL4JC @RupaHuq Hi Mike, happy to send you a full policy response.","BlaenauGwentMP",1021393557943439360,"2018-07-23T13:56:15Z","@Mikeofthemoor @EL4JC @RupaHuq Hi Mike, happy to send you a full policy response. Could you email me your full address including postcode to nick.smith.mp@parliament.uk? Thanks, Nick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1410499.2","Government's own figures show 80% of North Sea oil is exported.","CarolineLucas",1506188383688740864,"2022-03-22T08:37:48Z","The #Cambo oilfield makes no more sense today than it did last year. Government's own figures show 80% of North Sea oil is exported. Cambo will do nothing to cut domestic prices or promote energy security, but *will* drive #ClimateEmergency @StopCambo 
https://t.co/RytWoT7jmz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text232464.4","A tale of broken promises, mixed messages, failed plans and the…","AndrewCooper__",1256605929434492928,"2020-05-02T15:26:14Z","RT @pmdfoster: So. The #Coronavirus PPE debacle. How and why did it happen? A tale of broken promises, mixed messages, failed plans and the…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1927855.1","Yes indeed, lets get those new jobs in Derby going with SMR's from Rolls Royce","HeatherWheeler",1481262542110474240,"2022-01-12T13:51:25Z","Yes indeed, lets get those new jobs in Derby going with SMR's from Rolls Royce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text524818.1","The weekly #ClapForCarers and #NHSHeroes is a brilliant demonstration of how the UK unites in moments of crisis.","DominicRaab",1253402483852021760,"2020-04-23T19:16:53Z","The weekly #ClapForCarers and #NHSHeroes is a brilliant demonstration of how the UK unites in moments of crisis. By coming together we will beat this virus. #StayHomeSaveLives https://t.co/UAWHpa1nXh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text266975.1","@bigasaplanet The key objective of Theresa's deal was to avoid a border down the Irish Sea.","GavinBarwell",1489171333871292416,"2022-02-03T09:38:08Z","@bigasaplanet The key objective of Theresa's deal was to avoid a border down the Irish Sea. This Protocol is Boris Johnson's work. He negotiated it, he told people there wouldn't be a border and your attempts to blame others are risible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1104229.3","In the meantime I know she will continue to work hard in her ministerial role and for the people of Bishop Aukland.","Gibbo4Darlo",1596199457271738368,"2022-11-25T17:49:41Z","Wishing my friend and colleague all the very best for the future. @DehennaDavison has packed a lot into her life already and achieved so much. In the meantime I know she will continue to work hard in her ministerial role and for the people of Bishop Aukland. Good luck Dee xx https://t.co/FfFSX1Zae0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text555408.2","Former Labour MP @IanAustin1965 says he regrets having to tell voters he thinks they s…","lucyfrazermp",1193657866303016960,"2019-11-10T22:33:07Z","RT @KayBurley: """"I can't believe it's come to this.""""

Former Labour MP @IanAustin1965 says he regrets having to tell voters he thinks they s…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1790631.2","@DanFitzhenry @StevenGalton @jamesebaillie  https://t.co/amhDNd0PR3 https://t.co/Hya…","Royston_Smith",1526862426402082816,"2022-05-18T09:49:04Z","RT @JMoultonSoton: A look back on a fantastic year....
@DanFitzhenry @StevenGalton @jamesebaillie

https://t.co/amhDNd0PR3 https://t.co/Hya…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text562851.1","Today we have launched the bidding prospectus for the UK Government Community Ownership Fund.","Simonhartmp",1415691214859419648,"2021-07-15T15:14:22Z","Today we have launched the bidding prospectus for the UK Government Community Ownership Fund. 

This will give people across Wales the opportunity to take charge of community assets at risk of being lost whether that’s your local pub or football team 🏴󠁧󠁢󠁷󠁬󠁳󠁿🇬🇧",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text523258.2","Its prosperity and way of life rely on the respect for fundamental freedoms and the rule of law.","DominicRaab",1410186378273562624,"2021-06-30T10:40:07Z","2/2) Tomorrow marks 24 years since the handover of Hong Kong. Its prosperity and way of life rely on the respect for fundamental freedoms and the rule of law. The UK will not look the other way on Hong Kong and we will not duck our historic responsibilities to its people.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1045457.1","This is a vile document those condoning its use MUST face the consequences.","marionfellows",1662774523010097152,"2023-05-28T10:55:13Z","This is a vile document those condoning its use MUST face the consequences.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1213549.2","The Chancellor has slapped them with an extra bill in this years budget in a year where so many small businesses were affected by the pandemic. https://t.co/onqAlkhfKV","Wera_Hobhouse",1453602428440518656,"2021-10-28T06:00:00Z","We have many great breweries in Bath including @ElectricBearUK and Abbey Ales. 

The Chancellor has slapped them with an extra bill in this years budget in a year where so many small businesses were affected by the pandemic. https://t.co/onqAlkhfKV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1311955.2","☃️ Merry Christmas and a Happy New Year from my whole team 🎄 https://t.co/ZwbFqPxHg5","MikeKaneMP",1076085892639535104,"2018-12-21T12:04:04Z","My office is closing for the Christmas break this afternoon, we will be back as normal on 2nd January.

☃️ Merry Christmas and a Happy New Year from my whole team 🎄 https://t.co/ZwbFqPxHg5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text430369.1","@RadioKate Thank u - hope you’re ok, this was number 40 for me 🙄","Marthalanefox",1484491122411982848,"2022-01-21T11:40:38Z","@RadioKate Thank u - hope you’re ok, this was number 40 for me 🙄",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1267453.1","Delighted that hundreds more children will receive this life-changing cystic fibrosis drug following @MHRAgovuk approval.","sajidjavid",1481216153519333376,"2022-01-12T10:47:05Z","Delighted that hundreds more children will receive this life-changing cystic fibrosis drug following @MHRAgovuk approval. 

Thanks to @NHSEngland thousands of people have already benefitted from the rollout of Kaftrio. 👏🏾

https://t.co/rpFxHwDQZJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1494167.1","Always found it bizarre that we would not welcome children at political discussions if it meant their parents could be there.","Alison_McGovern",1463269083634446336,"2021-11-23T22:11:50Z","Always found it bizarre that we would not welcome children at political discussions if it meant their parents could be there. I've done events with babies crying and sleeping. Always thought their presence was a good reminder of what it's all about. 

With you @stellacreasy ♡",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
